Sample_Origin,Cell_type.refined,Cell_subtype,n_cells,mean_score,median_score,sd_score,score
PE,T/NK cells,Naive CD4+ T,4365,0.012768489,0.0,0.045548532,c1q_macrophage
PE,T/NK cells,Naive CD8+ T,1418,0.023253143,0.0,0.059599455,c1q_macrophage
PE,T/NK cells,Treg,519,0.022260802,0.0,0.062016685,c1q_macrophage
PE,,,4368,0.023907984,0.0,0.062291842,c1q_macrophage
mBrain,B lymphocytes,Follicular B cells,675,0.105763584,0.0,0.1378132,c1q_macrophage
mBrain,B lymphocytes,MALT B cells,326,0.26455483,0.13862944,0.36336055,c1q_macrophage
mBrain,B lymphocytes,Plasma cells,299,0.21146965,0.13862944,0.20435742,c1q_macrophage
mBrain,Endothelial cells,Tumor ECs,155,0.19292825,0.13862944,0.25350243,c1q_macrophage
mBrain,Epithelial cells,Malignant cells,15423,0.16457099,0.13862944,0.24157436,c1q_macrophage
mBrain,Fibroblasts,FB-like cells,200,0.8665192,0.8553332,0.5063137,c1q_macrophage
mBrain,Fibroblasts,Pericytes,217,0.4972436,0.46051702,0.36744297,c1q_macrophage
mBrain,MAST cells,MAST,508,0.22074234,0.21972246,0.17700216,c1q_macrophage
mBrain,Myeloid cells,Alveolar Mac,133,2.42038,2.3953698,1.1687236,c1q_macrophage
mBrain,Myeloid cells,CD163+CD14+ DCs,177,1.4339911,1.1634223,0.9960405,c1q_macrophage
mBrain,Myeloid cells,Microglia/Mac,563,2.068839,1.9737793,0.95786643,c1q_macrophage
mBrain,Myeloid cells,Monocytes,251,0.28399476,0.21972246,0.37599412,c1q_macrophage
mBrain,Myeloid cells,Undetermined,445,1.5980927,1.6264236,0.9471758,c1q_macrophage
mBrain,Myeloid cells,mo-Mac,3942,2.2208955,2.2410188,1.3210458,c1q_macrophage
mBrain,T/NK cells,CD4+ Th,340,0.1676163,0.13862944,0.21222363,c1q_macrophage
mBrain,T/NK cells,CD8 low T,146,0.124800876,0.13862944,0.15439154,c1q_macrophage
mBrain,T/NK cells,Exhausted CD8+ T,364,0.1677744,0.13862944,0.1834842,c1q_macrophage
mBrain,T/NK cells,NK,306,0.12547648,0.13862944,0.13815342,c1q_macrophage
mBrain,T/NK cells,Naive CD4+ T,259,0.12401762,0.13862944,0.14081886,c1q_macrophage
mBrain,T/NK cells,Treg,348,0.15659794,0.13862944,0.17348471,c1q_macrophage
mBrain,T/NK cells,Undetermined,801,0.09267236,0.0,0.14133142,c1q_macrophage
mBrain,,,2835,0.14841685,0.13862944,0.24477303,c1q_macrophage
mLN,B lymphocytes,Follicular B cells,5119,0.07623018,0.0,0.10851324,c1q_macrophage
mLN,B lymphocytes,GC B cells in the DZ,233,0.14019915,0.13862944,0.1764091,c1q_macrophage
mLN,B lymphocytes,GC B cells in the LZ,149,0.10288964,0.0,0.12892708,c1q_macrophage
mLN,B lymphocytes,MALT B cells,208,0.24335855,0.21972246,0.18387103,c1q_macrophage
mLN,B lymphocytes,Undetermined,270,0.12502743,0.13862944,0.14348942,c1q_macrophage
mLN,Epithelial cells,Malignant cells,2961,0.35580346,0.27725887,0.39486217,c1q_macrophage
mLN,Myeloid cells,CD163+CD14+ DCs,133,1.8442842,2.1833808,1.0626805,c1q_macrophage
mLN,Myeloid cells,Monocytes,563,0.21494241,0.13862944,0.26281103,c1q_macrophage
mLN,Myeloid cells,Undetermined,545,0.9109141,0.7824046,0.7916965,c1q_macrophage
mLN,Myeloid cells,mo-Mac,3841,2.2098465,2.3504672,1.2166407,c1q_macrophage
mLN,T/NK cells,CD4+ Th,491,0.06970175,0.0,0.11104359,c1q_macrophage
mLN,T/NK cells,CD8 low T,361,0.07265911,0.0,0.10553424,c1q_macrophage
mLN,T/NK cells,Cytotoxic CD8+ T,244,0.057255343,0.0,0.0983963,c1q_macrophage
mLN,T/NK cells,Exhausted CD8+ T,492,0.06863057,0.0,0.11251906,c1q_macrophage
mLN,T/NK cells,NK,721,0.051888783,0.0,0.09389779,c1q_macrophage
mLN,T/NK cells,Naive CD4+ T,1757,0.06803991,0.0,0.0984613,c1q_macrophage
mLN,T/NK cells,Naive CD8+ T,231,0.06277604,0.0,0.09267987,c1q_macrophage
mLN,T/NK cells,Treg,633,0.078937985,0.0,0.12917523,c1q_macrophage
mLN,T/NK cells,Undetermined,109,0.14501551,0.13862944,0.1519564,c1q_macrophage
mLN,,,1819,0.067888044,0.0,0.11690777,c1q_macrophage
nLN,B lymphocytes,Follicular B cells,8982,0.037180476,0.0,0.07922753,c1q_macrophage
nLN,B lymphocytes,GC B cells in the DZ,169,0.077201515,0.0,0.13147584,c1q_macrophage
nLN,B lymphocytes,GC B cells in the LZ,132,0.058359493,0.0,0.09609891,c1q_macrophage
nLN,B lymphocytes,MALT B cells,525,0.29350233,0.27725887,0.27148,c1q_macrophage
nLN,B lymphocytes,Plasma cells,488,0.0601404,0.0,0.11919319,c1q_macrophage
nLN,B lymphocytes,Undetermined,276,0.045159303,0.0,0.09104491,c1q_macrophage
nLN,Myeloid cells,Activated DCs,122,0.108062916,0.0,0.15578479,c1q_macrophage
nLN,Myeloid cells,CD1c+ DCs,181,0.52673995,0.21972246,0.7477024,c1q_macrophage
nLN,Myeloid cells,Undetermined,868,1.0868149,0.47957906,1.2958114,c1q_macrophage
nLN,T/NK cells,CD4+ Th,1159,0.014026172,0.0,0.048073452,c1q_macrophage
nLN,T/NK cells,CD8 low T,921,0.014629014,0.0,0.04791671,c1q_macrophage
nLN,T/NK cells,Cytotoxic CD8+ T,185,0.0113675585,0.0,0.040597938,c1q_macrophage
nLN,T/NK cells,Exhausted CD8+ T,168,0.029769693,0.0,0.07020083,c1q_macrophage
nLN,T/NK cells,NK,307,0.022279987,0.0,0.059017263,c1q_macrophage
nLN,T/NK cells,Naive CD4+ T,13713,0.016734162,0.0,0.05243331,c1q_macrophage
nLN,T/NK cells,Naive CD8+ T,1317,0.014730758,0.0,0.050366163,c1q_macrophage
nLN,T/NK cells,Treg,1516,0.02758567,0.0,0.06853726,c1q_macrophage
nLN,T/NK cells,Undetermined,139,0.051541924,0.0,0.1083003,c1q_macrophage
nLN,,,6096,0.016345311,0.0,0.0550379,c1q_macrophage
nLung,B lymphocytes,Follicular B cells,332,0.15994278,0.13862944,0.19028872,c1q_macrophage
nLung,B lymphocytes,GrB-secreting B cells,186,0.23385112,0.13862944,0.36254993,c1q_macrophage
nLung,Endothelial cells,Lymphatic ECs,207,0.11870564,0.0,0.16742934,c1q_macrophage
nLung,Endothelial cells,Stalk-like ECs,322,0.1452241,0.13862944,0.18692069,c1q_macrophage
nLung,Endothelial cells,Tip-like ECs,654,0.1096122,0.0,0.14297119,c1q_macrophage
nLung,Epithelial cells,AT1,530,0.13063331,0.13862944,0.17541385,c1q_macrophage
nLung,Epithelial cells,AT2,2020,0.28736034,0.27725887,0.25573757,c1q_macrophage
nLung,Epithelial cells,Ciliated,654,0.2832875,0.13862944,0.3828393,c1q_macrophage
nLung,Epithelial cells,Club,439,0.27560928,0.13862944,0.33181593,c1q_macrophage
nLung,Fibroblasts,COL13A1+ matrix FBs,259,0.19198713,0.13862944,0.23689795,c1q_macrophage
nLung,Fibroblasts,COL14A1+ matrix FBs,1078,0.14969881,0.13862944,0.20323703,c1q_macrophage
nLung,Fibroblasts,Undetermined,122,0.42598495,0.13862944,0.8843514,c1q_macrophage
nLung,MAST cells,MAST,1079,0.17520852,0.13862944,0.34977907,c1q_macrophage
nLung,Myeloid cells,Alveolar Mac,12211,2.8581238,2.9298303,0.9426484,c1q_macrophage
nLung,Myeloid cells,CD141+ DCs,101,0.33179164,0.27725887,0.2644131,c1q_macrophage
nLung,Myeloid cells,CD163+CD14+ DCs,143,1.3626673,1.2712215,0.91755635,c1q_macrophage
nLung,Myeloid cells,CD1c+ DCs,880,0.77869475,0.63561076,0.5985292,c1q_macrophage
nLung,Myeloid cells,Monocytes,2319,0.39531714,0.27725887,0.37549615,c1q_macrophage
nLung,Myeloid cells,mo-Mac,808,1.9365612,1.7625687,0.90917873,c1q_macrophage
nLung,T/NK cells,CD4+ Th,3101,0.13698056,0.13862944,0.15471691,c1q_macrophage
nLung,T/NK cells,CD8 low T,680,0.1299034,0.13862944,0.15327169,c1q_macrophage
nLung,T/NK cells,Cytotoxic CD8+ T,2041,0.17258865,0.13862944,0.16856611,c1q_macrophage
nLung,T/NK cells,Exhausted CD8+ T,177,0.14051972,0.13862944,0.1639674,c1q_macrophage
nLung,T/NK cells,NK,4752,0.10472367,0.0,0.13490672,c1q_macrophage
nLung,T/NK cells,Naive CD4+ T,280,0.13113083,0.13862944,0.1437292,c1q_macrophage
nLung,T/NK cells,Treg,196,0.14030053,0.13862944,0.16409558,c1q_macrophage
nLung,T/NK cells,Undetermined,106,0.2636321,0.21972246,0.23092161,c1q_macrophage
nLung,,,6614,0.1324378,0.13862944,0.18202937,c1q_macrophage
tL/B,B lymphocytes,Follicular B cells,382,0.053046282,0.0,0.087587714,c1q_macrophage
tL/B,Epithelial cells,Malignant cells,6400,0.14061624,0.0,0.26345134,c1q_macrophage
tL/B,Epithelial cells,,182,0.036949903,0.0,0.09090112,c1q_macrophage
tL/B,Myeloid cells,Monocytes,499,0.19401117,0.13862944,0.27227905,c1q_macrophage
tL/B,Myeloid cells,Undetermined,195,0.53530055,0.13862944,0.7330796,c1q_macrophage
tL/B,Myeloid cells,mo-Mac,460,2.4438126,2.6025329,1.2087436,c1q_macrophage
tL/B,T/NK cells,CD4+ Th,252,0.041632675,0.0,0.07605084,c1q_macrophage
tL/B,T/NK cells,CD8 low T,342,0.043242536,0.0,0.07728787,c1q_macrophage
tL/B,T/NK cells,Cytotoxic CD8+ T,290,0.047686085,0.0,0.07659421,c1q_macrophage
tL/B,T/NK cells,Exhausted CD8+ T,397,0.04073742,0.0,0.078078106,c1q_macrophage
tL/B,T/NK cells,NK,406,0.043680716,0.0,0.08514657,c1q_macrophage
tL/B,T/NK cells,Naive CD4+ T,410,0.048498187,0.0,0.078795336,c1q_macrophage
tL/B,T/NK cells,Naive CD8+ T,105,0.032459043,0.0,0.0634053,c1q_macrophage
tL/B,T/NK cells,Treg,346,0.044110898,0.0,0.07521303,c1q_macrophage
tL/B,,,963,0.041644137,0.0,0.07374061,c1q_macrophage
tLung,B lymphocytes,Follicular B cells,3580,0.078201704,0.0,0.10959471,c1q_macrophage
tLung,B lymphocytes,MALT B cells,1126,0.21152265,0.13862944,0.18491468,c1q_macrophage
tLung,B lymphocytes,Plasma cells,314,0.07313957,0.0,0.106152825,c1q_macrophage
tLung,B lymphocytes,Undetermined,130,0.1398805,0.13862944,0.14017144,c1q_macrophage
tLung,Endothelial cells,Stalk-like ECs,103,0.112830505,0.13862944,0.13359553,c1q_macrophage
tLung,Endothelial cells,Tip-like ECs,168,0.12594159,0.13862944,0.14667004,c1q_macrophage
tLung,Endothelial cells,Tumor ECs,274,0.14909746,0.13862944,0.1887392,c1q_macrophage
tLung,Epithelial cells,tS1,3270,0.10954394,0.0,0.19690067,c1q_macrophage
tLung,Epithelial cells,tS2,3018,0.28725576,0.21972246,0.3420106,c1q_macrophage
tLung,Epithelial cells,,918,0.22411692,0.13862944,0.3423172,c1q_macrophage
tLung,Fibroblasts,COL13A1+ matrix FBs,703,0.29742616,0.21972246,0.2645357,c1q_macrophage
tLung,Fibroblasts,COL14A1+ matrix FBs,390,0.39980754,0.38918203,0.2922414,c1q_macrophage
tLung,Fibroblasts,Myofibroblasts,245,0.19850802,0.13862944,0.20585278,c1q_macrophage
tLung,Fibroblasts,Smooth muscle cells,139,0.21847223,0.13862944,0.23346989,c1q_macrophage
tLung,Fibroblasts,Undetermined,111,0.434155,0.13862944,0.725938,c1q_macrophage
tLung,MAST cells,MAST,1809,0.15657237,0.13862944,0.19217578,c1q_macrophage
tLung,Myeloid cells,Activated DCs,154,0.3018893,0.21972246,0.35854363,c1q_macrophage
tLung,Myeloid cells,Alveolar Mac,1324,2.9169846,3.117813,0.9910681,c1q_macrophage
tLung,Myeloid cells,CD163+CD14+ DCs,660,1.5784308,1.6211324,0.87878096,c1q_macrophage
tLung,Myeloid cells,CD1c+ DCs,528,0.7255276,0.55451775,0.5890109,c1q_macrophage
tLung,Myeloid cells,Monocytes,639,0.28360233,0.21972246,0.273041,c1q_macrophage
tLung,Myeloid cells,Undetermined,484,0.8558896,0.63969296,0.7749723,c1q_macrophage
tLung,Myeloid cells,mo-Mac,4678,2.7664397,2.8627224,1.1244507,c1q_macrophage
tLung,Myeloid cells,pDCs,116,0.13407555,0.13862944,0.14026724,c1q_macrophage
tLung,T/NK cells,CD4+ Th,3572,0.09514412,0.0,0.12804474,c1q_macrophage
tLung,T/NK cells,CD8 low T,785,0.09176725,0.0,0.12504561,c1q_macrophage
tLung,T/NK cells,CD8+/CD4+ Mixed Th,2464,0.04687733,0.0,0.08574779,c1q_macrophage
tLung,T/NK cells,Cytotoxic CD8+ T,418,0.10707237,0.13862944,0.13129066,c1q_macrophage
tLung,T/NK cells,Exhausted CD8+ T,1762,0.13359654,0.13862944,0.15168907,c1q_macrophage
tLung,T/NK cells,Exhausted Tfh,385,0.13375235,0.13862944,0.16319592,c1q_macrophage
tLung,T/NK cells,NK,739,0.075947195,0.0,0.11515566,c1q_macrophage
tLung,T/NK cells,Naive CD4+ T,1743,0.067206115,0.0,0.101556055,c1q_macrophage
tLung,T/NK cells,Naive CD8+ T,203,0.07718146,0.0,0.10747556,c1q_macrophage
tLung,T/NK cells,Treg,1608,0.07998024,0.0,0.10924861,c1q_macrophage
tLung,T/NK cells,Undetermined,262,0.1671593,0.13862944,0.18747975,c1q_macrophage
tLung,,,5742,0.0803319,0.0,0.118003875,c1q_macrophage
PE,B lymphocytes,Follicular B cells,3019,0.14536366,0.13862944,0.123938434,inflammatory_macrophage
PE,B lymphocytes,MALT B cells,109,0.24163865,0.21972246,0.16296099,inflammatory_macrophage
PE,B lymphocytes,Undetermined,152,0.24891853,0.27725887,0.14549266,inflammatory_macrophage
PE,Epithelial cells,,396,0.44016504,0.4158883,0.35480332,inflammatory_macrophage
PE,Myeloid cells,Pleural Mac,2713,0.79322857,0.63561076,0.5986316,inflammatory_macrophage
PE,Myeloid cells,Undetermined,142,0.18434832,0.13862944,0.26979172,inflammatory_macrophage
PE,T/NK cells,CD8 low T,1691,0.16483705,0.13862944,0.15362862,inflammatory_macrophage
PE,T/NK cells,Cytotoxic CD8+ T,149,0.1520709,0.13862944,0.25827792,inflammatory_macrophage
PE,T/NK cells,Exhausted CD8+ T,438,0.16481245,0.13862944,0.17528397,inflammatory_macrophage
PE,T/NK cells,NK,517,0.19716883,0.13862944,0.23082602,inflammatory_macrophage
PE,T/NK cells,Naive CD4+ T,4365,0.18527827,0.21972246,0.13443181,inflammatory_macrophage
PE,T/NK cells,Naive CD8+ T,1418,0.122782975,0.13862944,0.12483227,inflammatory_macrophage
PE,T/NK cells,Treg,519,0.122377366,0.13862944,0.12118914,inflammatory_macrophage
PE,,,4368,0.16881369,0.13862944,0.15636836,inflammatory_macrophage
mBrain,B lymphocytes,Follicular B cells,675,0.21133907,0.13862944,0.20934625,inflammatory_macrophage
mBrain,B lymphocytes,MALT B cells,326,0.35189977,0.32188758,0.2584551,inflammatory_macrophage
mBrain,B lymphocytes,Plasma cells,299,0.10840836,0.0,0.13464358,inflammatory_macrophage
mBrain,Endothelial cells,Tumor ECs,155,0.37209737,0.32188758,0.2888674,inflammatory_macrophage
mBrain,Epithelial cells,Malignant cells,15423,0.48953116,0.38918203,0.42792943,inflammatory_macrophage
mBrain,Fibroblasts,FB-like cells,200,0.6826259,0.63561076,0.40430042,inflammatory_macrophage
mBrain,Fibroblasts,Pericytes,217,0.34272534,0.27725887,0.32572633,inflammatory_macrophage
mBrain,MAST cells,MAST,508,0.23658513,0.13862944,0.23821276,inflammatory_macrophage
mBrain,Myeloid cells,Alveolar Mac,133,1.4325687,1.4991084,0.6295951,inflammatory_macrophage
mBrain,Myeloid cells,CD163+CD14+ DCs,177,2.0319939,2.0942144,0.7973517,inflammatory_macrophage
mBrain,Myeloid cells,Microglia/Mac,563,1.5471987,1.4219759,0.8517245,inflammatory_macrophage
mBrain,Myeloid cells,Monocytes,251,1.3728817,1.3626888,0.63935596,inflammatory_macrophage
mBrain,Myeloid cells,Undetermined,445,0.25281626,0.13862944,0.31298915,inflammatory_macrophage
mBrain,Myeloid cells,mo-Mac,3942,1.3797854,1.2655874,0.92386425,inflammatory_macrophage
mBrain,T/NK cells,CD4+ Th,340,0.42208913,0.4158883,0.2151719,inflammatory_macrophage
mBrain,T/NK cells,CD8 low T,146,0.24457161,0.13862944,0.23314542,inflammatory_macrophage
mBrain,T/NK cells,Exhausted CD8+ T,364,0.45237616,0.38918203,0.34623277,inflammatory_macrophage
mBrain,T/NK cells,NK,306,0.5103006,0.46051702,0.33968696,inflammatory_macrophage
mBrain,T/NK cells,Naive CD4+ T,259,0.20561555,0.13862944,0.1822955,inflammatory_macrophage
mBrain,T/NK cells,Treg,348,0.30089164,0.27725887,0.21626897,inflammatory_macrophage
mBrain,T/NK cells,Undetermined,801,0.11303164,0.0,0.19041471,inflammatory_macrophage
mBrain,,,2835,0.23201142,0.13862944,0.26605603,inflammatory_macrophage
mLN,B lymphocytes,Follicular B cells,5119,0.19529702,0.13862944,0.19353758,inflammatory_macrophage
mLN,B lymphocytes,GC B cells in the DZ,233,0.16991895,0.13862944,0.18615548,inflammatory_macrophage
mLN,B lymphocytes,GC B cells in the LZ,149,0.12960838,0.13862944,0.16144414,inflammatory_macrophage
mLN,B lymphocytes,MALT B cells,208,0.38401362,0.3583519,0.28819653,inflammatory_macrophage
mLN,B lymphocytes,Undetermined,270,0.21421537,0.13862944,0.21134882,inflammatory_macrophage
mLN,Epithelial cells,Malignant cells,2961,0.7494682,0.64377517,0.62420267,inflammatory_macrophage
mLN,Myeloid cells,CD163+CD14+ DCs,133,2.6889637,2.788464,0.8892295,inflammatory_macrophage
mLN,Myeloid cells,Monocytes,563,1.7867309,1.7909348,0.63582474,inflammatory_macrophage
mLN,Myeloid cells,Undetermined,545,0.23822075,0.13862944,0.35039258,inflammatory_macrophage
mLN,Myeloid cells,mo-Mac,3841,2.141539,2.244969,1.0450876,inflammatory_macrophage
mLN,T/NK cells,CD4+ Th,491,0.25984094,0.27725887,0.20343933,inflammatory_macrophage
mLN,T/NK cells,CD8 low T,361,0.1951603,0.13862944,0.18855773,inflammatory_macrophage
mLN,T/NK cells,Cytotoxic CD8+ T,244,0.20038094,0.13862944,0.17986055,inflammatory_macrophage
mLN,T/NK cells,Exhausted CD8+ T,492,0.25115946,0.21972246,0.24563982,inflammatory_macrophage
mLN,T/NK cells,NK,721,0.32347035,0.27725887,0.28666577,inflammatory_macrophage
mLN,T/NK cells,Naive CD4+ T,1757,0.13028513,0.13862944,0.14776607,inflammatory_macrophage
mLN,T/NK cells,Naive CD8+ T,231,0.15353265,0.13862944,0.14605747,inflammatory_macrophage
mLN,T/NK cells,Treg,633,0.23057579,0.13862944,0.23697542,inflammatory_macrophage
mLN,T/NK cells,Undetermined,109,0.43629616,0.4158883,0.30384916,inflammatory_macrophage
mLN,,,1819,0.24267647,0.13862944,0.27265117,inflammatory_macrophage
nLN,B lymphocytes,Follicular B cells,8982,0.09309201,0.0,0.13623421,inflammatory_macrophage
nLN,B lymphocytes,GC B cells in the DZ,169,0.11002398,0.0,0.1340499,inflammatory_macrophage
nLN,B lymphocytes,GC B cells in the LZ,132,0.11958333,0.0,0.15247984,inflammatory_macrophage
nLN,B lymphocytes,MALT B cells,525,0.5025159,0.49698132,0.3340342,inflammatory_macrophage
nLN,B lymphocytes,Plasma cells,488,0.03658126,0.0,0.08523784,inflammatory_macrophage
nLN,B lymphocytes,Undetermined,276,0.17172192,0.13862944,0.1807445,inflammatory_macrophage
nLN,Myeloid cells,Activated DCs,122,0.48693827,0.46051702,0.34037766,inflammatory_macrophage
nLN,Myeloid cells,CD1c+ DCs,181,1.2035638,1.2022535,0.7353768,inflammatory_macrophage
nLN,Myeloid cells,Undetermined,868,0.5250791,0.13862944,0.8051936,inflammatory_macrophage
nLN,T/NK cells,CD4+ Th,1159,0.27736866,0.27725887,0.18765777,inflammatory_macrophage
nLN,T/NK cells,CD8 low T,921,0.11873921,0.0,0.16676335,inflammatory_macrophage
nLN,T/NK cells,Cytotoxic CD8+ T,185,0.22554342,0.21972246,0.21843122,inflammatory_macrophage
nLN,T/NK cells,Exhausted CD8+ T,168,0.2075282,0.13862944,0.23559363,inflammatory_macrophage
nLN,T/NK cells,NK,307,0.43352157,0.3583519,0.36222783,inflammatory_macrophage
nLN,T/NK cells,Naive CD4+ T,13713,0.09180227,0.0,0.12387337,inflammatory_macrophage
nLN,T/NK cells,Naive CD8+ T,1317,0.10093038,0.0,0.14698114,inflammatory_macrophage
nLN,T/NK cells,Treg,1516,0.13264422,0.13862944,0.15063554,inflammatory_macrophage
nLN,T/NK cells,Undetermined,139,0.24538125,0.13862944,0.24486983,inflammatory_macrophage
nLN,,,6096,0.13002475,0.0,0.20548871,inflammatory_macrophage
nLung,B lymphocytes,Follicular B cells,332,0.15970972,0.13862944,0.16583206,inflammatory_macrophage
nLung,B lymphocytes,GrB-secreting B cells,186,0.16501196,0.13862944,0.19194683,inflammatory_macrophage
nLung,Endothelial cells,Lymphatic ECs,207,0.34257993,0.3583519,0.2984902,inflammatory_macrophage
nLung,Endothelial cells,Stalk-like ECs,322,0.29154342,0.27725887,0.2418551,inflammatory_macrophage
nLung,Endothelial cells,Tip-like ECs,654,0.15835214,0.13862944,0.16525659,inflammatory_macrophage
nLung,Epithelial cells,AT1,530,0.13773188,0.13862944,0.18092526,inflammatory_macrophage
nLung,Epithelial cells,AT2,2020,0.49317396,0.46051702,0.3123502,inflammatory_macrophage
nLung,Epithelial cells,Ciliated,654,0.28605846,0.13862944,0.38166428,inflammatory_macrophage
nLung,Epithelial cells,Club,439,0.5756145,0.4158883,0.4859443,inflammatory_macrophage
nLung,Fibroblasts,COL13A1+ matrix FBs,259,0.160038,0.13862944,0.17918319,inflammatory_macrophage
nLung,Fibroblasts,COL14A1+ matrix FBs,1078,0.42270252,0.4158883,0.24183263,inflammatory_macrophage
nLung,Fibroblasts,Undetermined,122,0.38009462,0.06931472,0.63496614,inflammatory_macrophage
nLung,MAST cells,MAST,1079,0.44308826,0.43944493,0.22705111,inflammatory_macrophage
nLung,Myeloid cells,Alveolar Mac,12211,1.0868562,0.98832846,0.7591364,inflammatory_macrophage
nLung,Myeloid cells,CD141+ DCs,101,0.41340056,0.3583519,0.36103275,inflammatory_macrophage
nLung,Myeloid cells,CD163+CD14+ DCs,143,1.9032544,1.95546,0.7448252,inflammatory_macrophage
nLung,Myeloid cells,CD1c+ DCs,880,1.114666,1.0385914,0.6745108,inflammatory_macrophage
nLung,Myeloid cells,Monocytes,2319,1.3525152,1.3466804,0.74293363,inflammatory_macrophage
nLung,Myeloid cells,mo-Mac,808,1.242233,1.212703,0.75163484,inflammatory_macrophage
nLung,T/NK cells,CD4+ Th,3101,0.20640372,0.13862944,0.17455825,inflammatory_macrophage
nLung,T/NK cells,CD8 low T,680,0.20066363,0.13862944,0.20296086,inflammatory_macrophage
nLung,T/NK cells,Cytotoxic CD8+ T,2041,0.20479256,0.13862944,0.20236383,inflammatory_macrophage
nLung,T/NK cells,Exhausted CD8+ T,177,0.20178697,0.13862944,0.19164796,inflammatory_macrophage
nLung,T/NK cells,NK,4752,0.28549123,0.21972246,0.2737587,inflammatory_macrophage
nLung,T/NK cells,Naive CD4+ T,280,0.13848948,0.13862944,0.14975533,inflammatory_macrophage
nLung,T/NK cells,Treg,196,0.20866802,0.17917594,0.18332645,inflammatory_macrophage
nLung,T/NK cells,Undetermined,106,0.42388043,0.3583519,0.3306595,inflammatory_macrophage
nLung,,,6614,0.26157376,0.21972246,0.25886953,inflammatory_macrophage
tL/B,B lymphocytes,Follicular B cells,382,0.35761344,0.3583519,0.21522476,inflammatory_macrophage
tL/B,Epithelial cells,Malignant cells,6400,0.32684654,0.21972246,0.3741418,inflammatory_macrophage
tL/B,Epithelial cells,,182,0.36495847,0.13862944,0.4619004,inflammatory_macrophage
tL/B,Myeloid cells,Monocytes,499,1.9318514,1.9567719,0.61705303,inflammatory_macrophage
tL/B,Myeloid cells,Undetermined,195,0.38882586,0.3583519,0.35499063,inflammatory_macrophage
tL/B,Myeloid cells,mo-Mac,460,1.5778031,1.5802014,0.7614838,inflammatory_macrophage
tL/B,T/NK cells,CD4+ Th,252,0.26246324,0.27725887,0.19914603,inflammatory_macrophage
tL/B,T/NK cells,CD8 low T,342,0.2860122,0.27725887,0.2464708,inflammatory_macrophage
tL/B,T/NK cells,Cytotoxic CD8+ T,290,0.294281,0.27725887,0.24201585,inflammatory_macrophage
tL/B,T/NK cells,Exhausted CD8+ T,397,0.20116179,0.13862944,0.21312524,inflammatory_macrophage
tL/B,T/NK cells,NK,406,0.44796678,0.3583519,0.35223776,inflammatory_macrophage
tL/B,T/NK cells,Naive CD4+ T,410,0.16818883,0.13862944,0.154488,inflammatory_macrophage
tL/B,T/NK cells,Naive CD8+ T,105,0.15566006,0.13862944,0.1744262,inflammatory_macrophage
tL/B,T/NK cells,Treg,346,0.1963639,0.13862944,0.18302634,inflammatory_macrophage
tL/B,,,963,0.3152684,0.21972246,0.33244783,inflammatory_macrophage
tLung,B lymphocytes,Follicular B cells,3580,0.12988211,0.13862944,0.14676176,inflammatory_macrophage
tLung,B lymphocytes,MALT B cells,1126,0.4283176,0.4158883,0.28451186,inflammatory_macrophage
tLung,B lymphocytes,Plasma cells,314,0.036978085,0.0,0.078936,inflammatory_macrophage
tLung,B lymphocytes,Undetermined,130,0.28451622,0.27725887,0.23765244,inflammatory_macrophage
tLung,Endothelial cells,Stalk-like ECs,103,0.31913203,0.27725887,0.24860252,inflammatory_macrophage
tLung,Endothelial cells,Tip-like ECs,168,0.19108368,0.13862944,0.26932168,inflammatory_macrophage
tLung,Endothelial cells,Tumor ECs,274,0.27277055,0.21972246,0.24291053,inflammatory_macrophage
tLung,Epithelial cells,tS1,3270,0.37340942,0.3583519,0.29554442,inflammatory_macrophage
tLung,Epithelial cells,tS2,3018,0.68388665,0.63561076,0.4403593,inflammatory_macrophage
tLung,Epithelial cells,,918,0.3633495,0.27725887,0.33725917,inflammatory_macrophage
tLung,Fibroblasts,COL13A1+ matrix FBs,703,0.3223274,0.27725887,0.23871054,inflammatory_macrophage
tLung,Fibroblasts,COL14A1+ matrix FBs,390,0.44279715,0.43944493,0.24598731,inflammatory_macrophage
tLung,Fibroblasts,Myofibroblasts,245,0.2751813,0.21972246,0.27828696,inflammatory_macrophage
tLung,Fibroblasts,Smooth muscle cells,139,0.23393719,0.13862944,0.19556506,inflammatory_macrophage
tLung,Fibroblasts,Undetermined,111,0.37328932,0.13862944,0.6887447,inflammatory_macrophage
tLung,MAST cells,MAST,1809,0.47721815,0.47957906,0.21182317,inflammatory_macrophage
tLung,Myeloid cells,Activated DCs,154,0.6341267,0.5888878,0.37424716,inflammatory_macrophage
tLung,Myeloid cells,Alveolar Mac,1324,0.93507946,0.7742402,0.7287011,inflammatory_macrophage
tLung,Myeloid cells,CD163+CD14+ DCs,660,2.184731,2.2314048,0.81151617,inflammatory_macrophage
tLung,Myeloid cells,CD1c+ DCs,528,1.4217566,1.4368272,0.77652216,inflammatory_macrophage
tLung,Myeloid cells,Monocytes,639,1.6421213,1.6627705,0.7061796,inflammatory_macrophage
tLung,Myeloid cells,Undetermined,484,0.19497158,0.0,0.35639498,inflammatory_macrophage
tLung,Myeloid cells,mo-Mac,4678,1.4483935,1.3969433,0.88659185,inflammatory_macrophage
tLung,Myeloid cells,pDCs,116,0.12004358,0.13862944,0.15520956,inflammatory_macrophage
